"LEVEL_3_CO"	"SpecName"
"MOZ"	"Alcedo semitorquata"
"NAM"	"Alcedo semitorquata"
"NAT"	"Alcedo semitorquata"
"OFS"	"Alcedo semitorquata"
"SUD"	"Alcedo semitorquata"
"SWZ"	"Alcedo semitorquata"
"TAN"	"Alcedo semitorquata"
"TVL"	"Alcedo semitorquata"
"ZAI"	"Alcedo semitorquata"
"ZAM"	"Alcedo semitorquata"
"ZIM"	"Alcedo semitorquata"
"COM"	"Alcedo vintsioides"
"MDG"	"Alcedo vintsioides"
"BIS"	"Alcedo websteri"
"CHC"	"Alcippe brunnea"
"CHH"	"Alcippe brunnea"
"CHN"	"Alcippe brunnea"
"CHS"	"Alcippe brunnea"
"TAI"	"Alcippe brunnea"
"BOR"	"Alcippe brunneicauda"
"MLY"	"Alcippe brunneicauda"
"SUM"	"Alcippe brunneicauda"
"THA"	"Alcippe brunneicauda"
"ASS"	"Alcippe castaneceps"
"BAN"	"Alcippe castaneceps"
"CBD"	"Alcippe castaneceps"
"CHC"	"Alcippe castaneceps"
"CHT"	"Alcippe castaneceps"
"EHM"	"Alcippe castaneceps"
"IND"	"Alcippe castaneceps"
"LAO"	"Alcippe castaneceps"
"MLY"	"Alcippe castaneceps"
"MYA"	"Alcippe castaneceps"
"NEP"	"Alcippe castaneceps"
"THA"	"Alcippe castaneceps"
"VIE"	"Alcippe castaneceps"
"ASS"	"Alcippe chrysotis"
"CHC"	"Alcippe chrysotis"
"CHN"	"Alcippe chrysotis"
"CHS"	"Alcippe chrysotis"
"CHT"	"Alcippe chrysotis"
"EHM"	"Alcippe chrysotis"
"MYA"	"Alcippe chrysotis"
"NEP"	"Alcippe chrysotis"
"VIE"	"Alcippe chrysotis"
"ASS"	"Alcippe cinerea"
"BAN"	"Alcippe cinerea"
"CHC"	"Alcippe cinerea"
"CHT"	"Alcippe cinerea"
"EHM"	"Alcippe cinerea"
"IND"	"Alcippe cinerea"
"LAO"	"Alcippe cinerea"
"MYA"	"Alcippe cinerea"
"NEP"	"Alcippe cinerea"
"VIE"	"Alcippe cinerea"
"CHC"	"Alcippe cinereiceps"
"CHI"	"Alcippe cinereiceps"
"CHN"	"Alcippe cinereiceps"
"CHQ"	"Alcippe cinereiceps"
"CHS"	"Alcippe cinereiceps"
"LAO"	"Alcippe danisi"
"VIE"	"Alcippe danisi"
"ASS"	"Alcippe dubia"
"CHC"	"Alcippe dubia"
"CHS"	"Alcippe dubia"
"CHT"	"Alcippe dubia"
"EHM"	"Alcippe dubia"
"LAO"	"Alcippe dubia"
"MYA"	"Alcippe dubia"
"THA"	"Alcippe dubia"
"VIE"	"Alcippe dubia"
"TAI"	"Alcippe formosana"
"CBD"	"Alcippe grotei"
"LAO"	"Alcippe grotei"
"THA"	"Alcippe grotei"
"VIE"	"Alcippe grotei"
"VIE"	"Alcippe klossi"
"CHT"	"Alcippe ludlowi"
"EHM"	"Alcippe ludlowi"
"MYA"	"Alcippe ludlowi"
"ASS"	"Alcippe manipurensis"
"CHC"	"Alcippe manipurensis"
"EHM"	"Alcippe manipurensis"
"MYA"	"Alcippe manipurensis"
"VIE"	"Alcippe manipurensis"
"CBD"	"Alcippe morrisonia"
"CHC"	"Alcippe morrisonia"
"CHH"	"Alcippe morrisonia"
"CHN"	"Alcippe morrisonia"
"CHS"	"Alcippe morrisonia"
"EHM"	"Alcippe morrisonia"
"LAO"	"Alcippe morrisonia"
"MYA"	"Alcippe morrisonia"
"SCS"	"Alcippe morrisonia"
"TAI"	"Alcippe morrisonia"
"THA"	"Alcippe morrisonia"
"VIE"	"Alcippe morrisonia"
"ASS"	"Alcippe nipalensis"
"BAN"	"Alcippe nipalensis"
"CHC"	"Alcippe nipalensis"
"CHT"	"Alcippe nipalensis"
"EHM"	"Alcippe nipalensis"
"IND"	"Alcippe nipalensis"
"MYA"	"Alcippe nipalensis"
"NEP"	"Alcippe nipalensis"
"WHM"	"Alcippe nipalensis"
"CBD"	"Alcippe peracensis"
"LAO"	"Alcippe peracensis"
"MLY"	"Alcippe peracensis"
"THA"	"Alcippe peracensis"
"VIE"	"Alcippe peracensis"
"ASS"	"Alcippe poioicephala"
"BAN"	"Alcippe poioicephala"
"CHC"	"Alcippe poioicephala"
"EHM"	"Alcippe poioicephala"
"IND"	"Alcippe poioicephala"
"LAO"	"Alcippe poioicephala"
"MYA"	"Alcippe poioicephala"
"THA"	"Alcippe poioicephala"
"VIE"	"Alcippe poioicephala"
"JAW"	"Alcippe pyrrhoptera"
"CHC"	"Alcippe ruficapilla"
"CHI"	"Alcippe ruficapilla"
"CHN"	"Alcippe ruficapilla"
"ASS"	"Alcippe rufogularis"
"BAN"	"Alcippe rufogularis"
"CBD"	"Alcippe rufogularis"
"CHC"	"Alcippe rufogularis"
"EHM"	"Alcippe rufogularis"
"IND"	"Alcippe rufogularis"
"LAO"	"Alcippe rufogularis"
"MYA"	"Alcippe rufogularis"
"THA"	"Alcippe rufogularis"
"VIE"	"Alcippe rufogularis"
"CHC"	"Alcippe striaticollis"
"CHN"	"Alcippe striaticollis"
"CHQ"	"Alcippe striaticollis"
"CHT"	"Alcippe striaticollis"
"CHC"	"Alcippe variegaticeps"
"CHS"	"Alcippe variegaticeps"
"ASS"	"Alcippe vinipectus"
"CHC"	"Alcippe vinipectus"
"CHN"	"Alcippe vinipectus"
"CHQ"	"Alcippe vinipectus"
"CHT"	"Alcippe vinipectus"
"EHM"	"Alcippe vinipectus"
"MYA"	"Alcippe vinipectus"
"NEP"	"Alcippe vinipectus"
"VIE"	"Alcippe vinipectus"
"WHM"	"Alcippe vinipectus"
"NWG"	"Aleadryas rufinucha"
"ALG"	"Alectoris barbara"
"CHA"	"Alectoris barbara"
"EGY"	"Alectoris barbara"
"LBY"	"Alectoris barbara"
"MOR"	"Alectoris barbara"
"MTN"	"Alectoris barbara"
"SEL"	"Alectoris barbara"
"SPA"	"Alectoris barbara"
"TUN"	"Alectoris barbara"
"WSA"	"Alectoris barbara"
"AFG"	"Alectoris chukar"
"ALT"	"Alectoris chukar"
"BRY"	"Alectoris chukar"
"BUL"	"Alectoris chukar"
"CHC"	"Alectoris chukar"
"CHI"	"Alectoris chukar"
"CHM"	"Alectoris chukar"
"CHN"	"Alectoris chukar"
"CHQ"	"Alectoris chukar"
"CHS"	"Alectoris chukar"
"CHT"	"Alectoris chukar"
"CHX"	"Alectoris chukar"
"CYP"	"Alectoris chukar"
"EAI"	"Alectoris chukar"
"EHM"	"Alectoris chukar"
"GRC"	"Alectoris chukar"
"GST"	"Alectoris chukar"
"IND"	"Alectoris chukar"
"IRK"	"Alectoris chukar"
"IRN"	"Alectoris chukar"
"IRQ"	"Alectoris chukar"
"KAZ"	"Alectoris chukar"
"KGZ"	"Alectoris chukar"
"KRA"	"Alectoris chukar"
"KRI"	"Alectoris chukar"
"KRY"	"Alectoris chukar"
"LBS"	"Alectoris chukar"
"MON"	"Alectoris chukar"
"NCS"	"Alectoris chukar"
"NEP"	"Alectoris chukar"
"OMA"	"Alectoris chukar"
"PAK"	"Alectoris chukar"
"PAL"	"Alectoris chukar"
"SAU"	"Alectoris chukar"
"SIN"	"Alectoris chukar"
"TCS"	"Alectoris chukar"
"TKM"	"Alectoris chukar"
"TUE"	"Alectoris chukar"
"TUR"	"Alectoris chukar"
"TVA"	"Alectoris chukar"
"TZK"	"Alectoris chukar"
"UZB"	"Alectoris chukar"
"WHM"	"Alectoris chukar"
"ALB"	"Alectoris graeca"
"AUT"	"Alectoris graeca"
"BUL"	"Alectoris graeca"
"FRA"	"Alectoris graeca"
"GER"	"Alectoris graeca"
"GRC"	"Alectoris graeca"
"ITA"	"Alectoris graeca"
"ROM"	"Alectoris graeca"
"SIC"	"Alectoris graeca"
"SWI"	"Alectoris graeca"
"YUG"	"Alectoris graeca"
"CHC"	"Alectoris magna"
"CHI"	"Alectoris magna"
"CHN"	"Alectoris magna"
"CHQ"	"Alectoris magna"
"OMA"	"Alectoris melanocephala"
"SAU"	"Alectoris melanocephala"
"YEM"	"Alectoris melanocephala"
"SAU"	"Alectoris philbyi"
"YEM"	"Alectoris philbyi"
"CNY"	"Alectoris rufa"
"GRB"	"Alectoris rufa"
"IRE"	"Alectoris rufa"
"MDR"	"Alectoris rufa"
"MDG"	"Alectroenas madagascariensis"
"SEY"	"Alectroenas pulcherrima"
"ALD"	"Alectroenas sganzini"
"COM"	"Alectroenas sganzini"
"AGE"	"Alectrurus risora"
"BZS"	"Alectrurus risora"
"PAR"	"Alectrurus risora"
"BOL"	"Alectrurus tricolor"
"BZC"	"Alectrurus tricolor"
"BZL"	"Alectrurus tricolor"
"BZS"	"Alectrurus tricolor"
"PAR"	"Alectrurus tricolor"
"NSW"	"Alectura lathami"
"QLD"	"Alectura lathami"
"MLW"	"Alethe choloensis"
"MOZ"	"Alethe choloensis"
"ANG"	"Alethe diademata"
"BEN"	"Alethe diademata"
"BUR"	"Alethe diademata"
"CAB"	"Alethe diademata"
"CAF"	"Alethe diademata"
"CMN"	"Alethe diademata"
"CON"	"Alethe diademata"
"EQG"	"Alethe diademata"
"GAB"	"Alethe diademata"
"GGI"	"Alethe diademata"
"GHA"	"Alethe diademata"
"GNB"	"Alethe diademata"
"GUI"	"Alethe diademata"
"IVO"	"Alethe diademata"
"LBR"	"Alethe diademata"
"NGA"	"Alethe diademata"
"RWA"	"Alethe diademata"
"SEN"	"Alethe diademata"
"SIE"	"Alethe diademata"
"SUD"	"Alethe diademata"
"TOG"	"Alethe diademata"
"UGA"	"Alethe diademata"
"ZAI"	"Alethe diademata"
"MLW"	"Alethe fuelleborni"
"MOZ"	"Alethe fuelleborni"
"TAN"	"Alethe fuelleborni"
"ZAM"	"Alethe fuelleborni"
"ANG"	"Alethe poliocephala"
"BUR"	"Alethe poliocephala"
"CAF"	"Alethe poliocephala"
"CMN"	"Alethe poliocephala"
"CON"	"Alethe poliocephala"
"EQG"	"Alethe poliocephala"
"GAB"	"Alethe poliocephala"
"GGI"	"Alethe poliocephala"
"GHA"	"Alethe poliocephala"
"GUI"	"Alethe poliocephala"
"IVO"	"Alethe poliocephala"
"KEN"	"Alethe poliocephala"
"LBR"	"Alethe poliocephala"
"NGA"	"Alethe poliocephala"
"RWA"	"Alethe poliocephala"
"SIE"	"Alethe poliocephala"
"SUD"	"Alethe poliocephala"
"TAN"	"Alethe poliocephala"
"UGA"	"Alethe poliocephala"
"ZAI"	"Alethe poliocephala"
"BUR"	"Alethe poliophrys"
"RWA"	"Alethe poliophrys"
"UGA"	"Alethe poliophrys"
"ZAI"	"Alethe poliophrys"
"BOL"	"Alipiopsitta xanthops"
"BZC"	"Alipiopsitta xanthops"
"BZE"	"Alipiopsitta xanthops"
"BZL"	"Alipiopsitta xanthops"
"BZN"	"Alipiopsitta xanthops"
"BZS"	"Alipiopsitta xanthops"
"PAR"	"Alipiopsitta xanthops"
"MOL"	"Alisterus amboinensis"
"NWG"	"Alisterus amboinensis"
"SUL"	"Alisterus amboinensis"
"NWG"	"Alisterus chloropterus"
"NSW"	"Alisterus scapularis"
"QLD"	"Alisterus scapularis"
"VIC"	"Alisterus scapularis"
"ASK"	"Alle alle"
"GNL"	"Alle alle"
"ICE"	"Alle alle"
"KRA"	"Alle alle"
"NUN"	"Alle alle"
"RUN"	"Alle alle"
"SVA"	"Alle alle"
"MOL"	"Alophoixus affinis"
"SUL"	"Alophoixus affinis"
"BOR"	"Alophoixus bres"
"JAW"	"Alophoixus bres"
"LSI"	"Alophoixus bres"
"MLY"	"Alophoixus bres"
"MYA"	"Alophoixus bres"
"PHI"	"Alophoixus bres"
"SUM"	"Alophoixus bres"
"THA"	"Alophoixus bres"
"BOR"	"Alophoixus finschii"
"MLY"	"Alophoixus finschii"
"SUM"	"Alophoixus finschii"
"THA"	"Alophoixus finschii"
"ASS"	"Alophoixus flaveolus"
"BAN"	"Alophoixus flaveolus"
"CHC"	"Alophoixus flaveolus"
"CHT"	"Alophoixus flaveolus"
"EHM"	"Alophoixus flaveolus"
"IND"	"Alophoixus flaveolus"
"MYA"	"Alophoixus flaveolus"
"NEP"	"Alophoixus flaveolus"
"THA"	"Alophoixus flaveolus"
"BOR"	"Alophoixus ochraceus"
"CBD"	"Alophoixus ochraceus"
"MLY"	"Alophoixus ochraceus"
"MYA"	"Alophoixus ochraceus"
"SUM"	"Alophoixus ochraceus"
"THA"	"Alophoixus ochraceus"
"VIE"	"Alophoixus ochraceus"
"CBD"	"Alophoixus pallidus"
"CHC"	"Alophoixus pallidus"
"CHH"	"Alophoixus pallidus"
"CHS"	"Alophoixus pallidus"
"LAO"	"Alophoixus pallidus"
"MYA"	"Alophoixus pallidus"
"THA"	"Alophoixus pallidus"
"VIE"	"Alophoixus pallidus"
"BOR"	"Alophoixus phaeocephalus"
"JAW"	"Alophoixus phaeocephalus"
"MLY"	"Alophoixus phaeocephalus"
"MYA"	"Alophoixus phaeocephalus"
"SUM"	"Alophoixus phaeocephalus"
"THA"	"Alophoixus phaeocephalus"
"AGE"	"Alopochelidon fucata"
"AGW"	"Alopochelidon fucata"
"BOL"	"Alopochelidon fucata"
"BZC"	"Alopochelidon fucata"
"BZL"	"Alopochelidon fucata"
"BZN"	"Alopochelidon fucata"
"BZS"	"Alopochelidon fucata"
"GUY"	"Alopochelidon fucata"
"PAR"	"Alopochelidon fucata"
"URU"	"Alopochelidon fucata"
"VEN"	"Alopochelidon fucata"
"ANG"	"Alopochen aegyptiaca"
"BEN"	"Alopochen aegyptiaca"
"BKN"	"Alopochen aegyptiaca"
"BOT"	"Alopochen aegyptiaca"
"BUR"	"Alopochen aegyptiaca"
"CAB"	"Alopochen aegyptiaca"
"CAF"	"Alopochen aegyptiaca"
"CHA"	"Alopochen aegyptiaca"
"CMN"	"Alopochen aegyptiaca"
"CON"	"Alopochen aegyptiaca"
"CPP"	"Alopochen aegyptiaca"
"CPV"	"Alopochen aegyptiaca"
"DJI"	"Alopochen aegyptiaca"
"EGY"	"Alopochen aegyptiaca"
"ERI"	"Alopochen aegyptiaca"
"ETH"	"Alopochen aegyptiaca"
"GAM"	"Alopochen aegyptiaca"
"GHA"	"Alopochen aegyptiaca"
"GNB"	"Alopochen aegyptiaca"
"GUI"	"Alopochen aegyptiaca"
"IVO"	"Alopochen aegyptiaca"
"KEN"	"Alopochen aegyptiaca"
"LES"	"Alopochen aegyptiaca"
"MLI"	"Alopochen aegyptiaca"
"MLW"	"Alopochen aegyptiaca"
"MOZ"	"Alopochen aegyptiaca"
"MTN"	"Alopochen aegyptiaca"
"NAM"	"Alopochen aegyptiaca"
"NAT"	"Alopochen aegyptiaca"
"NGA"	"Alopochen aegyptiaca"
"NGR"	"Alopochen aegyptiaca"
"OFS"	"Alopochen aegyptiaca"
"RWA"	"Alopochen aegyptiaca"
"SEN"	"Alopochen aegyptiaca"
"SIE"	"Alopochen aegyptiaca"
"SOM"	"Alopochen aegyptiaca"
"SUD"	"Alopochen aegyptiaca"
"SWZ"	"Alopochen aegyptiaca"
"TAN"	"Alopochen aegyptiaca"
"TOG"	"Alopochen aegyptiaca"
"TVL"	"Alopochen aegyptiaca"
"UGA"	"Alopochen aegyptiaca"
"ZAI"	"Alopochen aegyptiaca"
"ZAM"	"Alopochen aegyptiaca"
"ZIM"	"Alopochen aegyptiaca"
"ANG"	"Amadina erythrocephala"
"BOT"	"Amadina erythrocephala"
"CPP"	"Amadina erythrocephala"
"CPV"	"Amadina erythrocephala"
"LES"	"Amadina erythrocephala"
"NAM"	"Amadina erythrocephala"
"NAT"	"Amadina erythrocephala"
"OFS"	"Amadina erythrocephala"
"TVL"	"Amadina erythrocephala"
"ZAM"	"Amadina erythrocephala"
"ZIM"	"Amadina erythrocephala"
"ANG"	"Amadina fasciata"
"BEN"	"Amadina fasciata"
"BKN"	"Amadina fasciata"
"BOT"	"Amadina fasciata"
"CHA"	"Amadina fasciata"
"CMN"	"Amadina fasciata"
"CPP"	"Amadina fasciata"
"CPV"	"Amadina fasciata"
"ERI"	"Amadina fasciata"
"ETH"	"Amadina fasciata"
"GAM"	"Amadina fasciata"
"GHA"	"Amadina fasciata"
"GNB"	"Amadina fasciata"
"GUI"	"Amadina fasciata"
"IVO"	"Amadina fasciata"
"KEN"	"Amadina fasciata"
"LES"	"Amadina fasciata"
"MLI"	"Amadina fasciata"
"MLW"	"Amadina fasciata"
"MOZ"	"Amadina fasciata"
"MTN"	"Amadina fasciata"
"NAM"	"Amadina fasciata"
"NAT"	"Amadina fasciata"
"NGA"	"Amadina fasciata"
"NGR"	"Amadina fasciata"
"OFS"	"Amadina fasciata"
"SEN"	"Amadina fasciata"
"SOM"	"Amadina fasciata"
"SUD"	"Amadina fasciata"
"TAN"	"Amadina fasciata"
"TOG"	"Amadina fasciata"
"TVL"	"Amadina fasciata"
"UGA"	"Amadina fasciata"
"ZAM"	"Amadina fasciata"
"ZIM"	"Amadina fasciata"
"NWG"	"Amalocichla incerta"
"NWG"	"Amalocichla sclateriana"
"ASS"	"Amandava amandava"
"BAN"	"Amandava amandava"
"CBD"	"Amandava amandava"
"CHC"	"Amandava amandava"
"CHH"	"Amandava amandava"
"CHS"	"Amandava amandava"
"EHM"	"Amandava amandava"
"IND"	"Amandava amandava"
"JAW"	"Amandava amandava"
"LAO"	"Amandava amandava"
"LSI"	"Amandava amandava"
"MYA"	"Amandava amandava"
"NEP"	"Amandava amandava"
"PAK"	"Amandava amandava"
"THA"	"Amandava amandava"
"VIE"	"Amandava amandava"
"WHM"	"Amandava amandava"
"IND"	"Amandava formosa"
"ANG"	"Amandava subflava"
"BKN"	"Amandava subflava"
"BOT"	"Amandava subflava"
"BUR"	"Amandava subflava"
"CAB"	"Amandava subflava"
"CAF"	"Amandava subflava"
"CHA"	"Amandava subflava"
"CMN"	"Amandava subflava"
"CON"	"Amandava subflava"
"CPP"	"Amandava subflava"
"CPV"	"Amandava subflava"
"ETH"	"Amandava subflava"
"GAB"	"Amandava subflava"
"GAM"	"Amandava subflava"
"GHA"	"Amandava subflava"
"GNB"	"Amandava subflava"
"GUI"	"Amandava subflava"
"IVO"	"Amandava subflava"
"KEN"	"Amandava subflava"
"LBR"	"Amandava subflava"
"LES"	"Amandava subflava"
"MLW"	"Amandava subflava"
"MOZ"	"Amandava subflava"
"MTN"	"Amandava subflava"
"NAM"	"Amandava subflava"
"NAT"	"Amandava subflava"
"NGA"	"Amandava subflava"
"OFS"	"Amandava subflava"
"RWA"	"Amandava subflava"
"SEN"	"Amandava subflava"
"SIE"	"Amandava subflava"
"SUD"	"Amandava subflava"
"SWZ"	"Amandava subflava"
"TAN"	"Amandava subflava"
"TOG"	"Amandava subflava"
"TVL"	"Amandava subflava"
"UGA"	"Amandava subflava"
"YEM"	"Amandava subflava"
"ZAI"	"Amandava subflava"
"ZAM"	"Amandava subflava"
"ZIM"	"Amandava subflava"
"GGI"	"Amaurocichla bocagei"
"BLZ"	"Amaurolimnas concolor"
"BZE"	"Amaurolimnas concolor"
"BZL"	"Amaurolimnas concolor"
"BZN"	"Amaurolimnas concolor"
"CLM"	"Amaurolimnas concolor"
"COS"	"Amaurolimnas concolor"
"ECU"	"Amaurolimnas concolor"
"GUA"	"Amaurolimnas concolor"
"GUY"	"Amaurolimnas concolor"
"HON"	"Amaurolimnas concolor"
"MXG"	"Amaurolimnas concolor"
"MXS"	"Amaurolimnas concolor"
"MXT"	"Amaurolimnas concolor"
"NIC"	"Amaurolimnas concolor"
"PAN"	"Amaurolimnas concolor"
"PER"	"Amaurolimnas concolor"
"ASS"	"Amaurornis akool"
"BAN"	"Amaurornis akool"
"CHC"	"Amaurornis akool"
"CHS"	"Amaurornis akool"
"EHM"	"Amaurornis akool"
"IND"	"Amaurornis akool"
"MYA"	"Amaurornis akool"
"NEP"	"Amaurornis akool"
"PAK"	"Amaurornis akool"
"VIE"	"Amaurornis akool"
"WHM"	"Amaurornis akool"
"ASS"	"Amaurornis bicolor"
"CHC"	"Amaurornis bicolor"
"CHS"	"Amaurornis bicolor"
"CHT"	"Amaurornis bicolor"
"EHM"	"Amaurornis bicolor"
"IND"	"Amaurornis bicolor"
"LAO"	"Amaurornis bicolor"
"MYA"	"Amaurornis bicolor"
"NEP"	"Amaurornis bicolor"
"THA"	"Amaurornis bicolor"
"VIE"	"Amaurornis bicolor"
"ANG"	"Amaurornis flavirostra"
"BEN"	"Amaurornis flavirostra"
"BKN"	"Amaurornis flavirostra"
"BOT"	"Amaurornis flavirostra"
"BUR"	"Amaurornis flavirostra"
"CAB"	"Amaurornis flavirostra"
"CAF"	"Amaurornis flavirostra"
"CHA"	"Amaurornis flavirostra"
"CMN"	"Amaurornis flavirostra"
"CON"	"Amaurornis flavirostra"
"CPP"	"Amaurornis flavirostra"
"CPV"	"Amaurornis flavirostra"
"DJI"	"Amaurornis flavirostra"
"EQG"	"Amaurornis flavirostra"
"ETH"	"Amaurornis flavirostra"
"GAB"	"Amaurornis flavirostra"
"GAM"	"Amaurornis flavirostra"
"GHA"	"Amaurornis flavirostra"
"GNB"	"Amaurornis flavirostra"
"GUI"	"Amaurornis flavirostra"
"IVO"	"Amaurornis flavirostra"
"KEN"	"Amaurornis flavirostra"
"LBR"	"Amaurornis flavirostra"
"MLI"	"Amaurornis flavirostra"
"MLW"	"Amaurornis flavirostra"
"MOZ"	"Amaurornis flavirostra"
"MTN"	"Amaurornis flavirostra"
"NAM"	"Amaurornis flavirostra"
"NAT"	"Amaurornis flavirostra"
"NGA"	"Amaurornis flavirostra"
"NGR"	"Amaurornis flavirostra"
"OFS"	"Amaurornis flavirostra"
"RWA"	"Amaurornis flavirostra"
"SEN"	"Amaurornis flavirostra"
"SIE"	"Amaurornis flavirostra"
"SOM"	"Amaurornis flavirostra"
"SUD"	"Amaurornis flavirostra"
"SWZ"	"Amaurornis flavirostra"
"TAN"	"Amaurornis flavirostra"
"TOG"	"Amaurornis flavirostra"
"TVL"	"Amaurornis flavirostra"
"UGA"	"Amaurornis flavirostra"
"ZAI"	"Amaurornis flavirostra"
"ZAM"	"Amaurornis flavirostra"
"ZIM"	"Amaurornis flavirostra"
"SUL"	"Amaurornis isabellina"
"SUL"	"Amaurornis magnirostris"
"BIS"	"Amaurornis moluccana"
"LSI"	"Amaurornis moluccana"
"MOL"	"Amaurornis moluccana"
"NSW"	"Amaurornis moluccana"
"NTA"	"Amaurornis moluccana"
"NWG"	"Amaurornis moluccana"
"QLD"	"Amaurornis moluccana"
"SOL"	"Amaurornis moluccana"
"SUL"	"Amaurornis moluccana"
"PHI"	"Amaurornis olivacea"
"MDG"	"Amaurornis olivieri"
"AND"	"Amaurornis phoenicurus"
"ASS"	"Amaurornis phoenicurus"
"BAN"	"Amaurornis phoenicurus"
"BOR"	"Amaurornis phoenicurus"
"CBD"	"Amaurornis phoenicurus"
"CHC"	"Amaurornis phoenicurus"
"CHH"	"Amaurornis phoenicurus"
"CHN"	"Amaurornis phoenicurus"
"CHS"	"Amaurornis phoenicurus"
"CHT"	"Amaurornis phoenicurus"
"EHM"	"Amaurornis phoenicurus"
"IND"	"Amaurornis phoenicurus"
"JAP"	"Amaurornis phoenicurus"
"JAW"	"Amaurornis phoenicurus"
"KOR"	"Amaurornis phoenicurus"
"LAO"	"Amaurornis phoenicurus"
"LDV"	"Amaurornis phoenicurus"
"LSI"	"Amaurornis phoenicurus"
"MDV"	"Amaurornis phoenicurus"
"MLY"	"Amaurornis phoenicurus"
"MOL"	"Amaurornis phoenicurus"
"MYA"	"Amaurornis phoenicurus"
"NCB"	"Amaurornis phoenicurus"
"NEP"	"Amaurornis phoenicurus"
"NNS"	"Amaurornis phoenicurus"
"OGA"	"Amaurornis phoenicurus"
"PAK"	"Amaurornis phoenicurus"
"PHI"	"Amaurornis phoenicurus"
"SCS"	"Amaurornis phoenicurus"
"SRL"	"Amaurornis phoenicurus"
"SUL"	"Amaurornis phoenicurus"
"SUM"	"Amaurornis phoenicurus"
"TAI"	"Amaurornis phoenicurus"
"THA"	"Amaurornis phoenicurus"
"VIE"	"Amaurornis phoenicurus"
"WHM"	"Amaurornis phoenicurus"
"XMS"	"Amaurornis phoenicurus"
"VEN"	"Amaurospiza carrizalensis"
"CLM"	"Amaurospiza concolor"
"COS"	"Amaurospiza concolor"
"ECU"	"Amaurospiza concolor"
"ELS"	"Amaurospiza concolor"
"GUA"	"Amaurospiza concolor"
"HON"	"Amaurospiza concolor"
"MXT"	"Amaurospiza concolor"
"NIC"	"Amaurospiza concolor"
"PAN"	"Amaurospiza concolor"
"AGE"	"Amaurospiza moesta"
"BZC"	"Amaurospiza moesta"
"BZL"	"Amaurospiza moesta"
"BZS"	"Amaurospiza moesta"
"PAR"	"Amaurospiza moesta"
"CLM"	"Amazilia amabilis"
"COS"	"Amazilia amabilis"
"ECU"	"Amazilia amabilis"
"NIC"	"Amazilia amabilis"
"PAN"	"Amazilia amabilis"
"ECU"	"Amazilia amazilia"
"PER"	"Amazilia amazilia"
"ELS"	"Amazilia beryllina"
"GUA"	"Amazilia beryllina"
"HON"	"Amazilia beryllina"
"MXC"	"Amazilia beryllina"
"MXE"	"Amazilia beryllina"
"MXG"	"Amazilia beryllina"
"MXN"	"Amazilia beryllina"
"MXS"	"Amazilia beryllina"
"MXT"	"Amazilia beryllina"
"COS"	"Amazilia boucardi"
"BZN"	"Amazilia brevirostris"
"CLM"	"Amazilia brevirostris"
"FRG"	"Amazilia brevirostris"
"GUY"	"Amazilia brevirostris"
"SUR"	"Amazilia brevirostris"
"TRT"	"Amazilia brevirostris"
"VEN"	"Amazilia brevirostris"
"BLZ"	"Amazilia candida"
"GUA"	"Amazilia candida"
"HON"	"Amazilia candida"
"MXC"	"Amazilia candida"
"MXE"	"Amazilia candida"
"MXG"	"Amazilia candida"
"MXS"	"Amazilia candida"
"MXT"	"Amazilia candida"
"NIC"	"Amazilia candida"
"CLM"	"Amazilia castaneiventris"
"AGW"	"Amazilia chionogaster"
"BOL"	"Amazilia chionogaster"
"PER"	"Amazilia chionogaster"
"CLM"	"Amazilia cyanifrons"
"BLZ"	"Amazilia cyanocephala"
"ELS"	"Amazilia cyanocephala"
"GUA"	"Amazilia cyanocephala"
"HON"	"Amazilia cyanocephala"
"MXC"	"Amazilia cyanocephala"
"MXE"	"Amazilia cyanocephala"
"MXG"	"Amazilia cyanocephala"
"MXS"	"Amazilia cyanocephala"
"MXT"	"Amazilia cyanocephala"
"NIC"	"Amazilia cyanocephala"
"ELS"	"Amazilia cyanura"
"GUA"	"Amazilia cyanura"
"HON"	"Amazilia cyanura"
"MXT"	"Amazilia cyanura"
"NIC"	"Amazilia cyanura"
"COS"	"Amazilia decora"
"PAN"	"Amazilia decora"
"COS"	"Amazilia edward"
"PAN"	"Amazilia edward"
"BOL"	"Amazilia fimbriata"
"BZC"	"Amazilia fimbriata"
"BZE"	"Amazilia fimbriata"
"BZL"	"Amazilia fimbriata"
"BZN"	"Amazilia fimbriata"
"BZS"	"Amazilia fimbriata"
"CLM"	"Amazilia fimbriata"
"ECU"	"Amazilia fimbriata"
"FRG"	"Amazilia fimbriata"
"GUY"	"Amazilia fimbriata"
"PER"	"Amazilia fimbriata"
"SUR"	"Amazilia fimbriata"
"VEN"	"Amazilia fimbriata"
"CLM"	"Amazilia franciae"
"ECU"	"Amazilia franciae"
"PER"	"Amazilia franciae"
"BOL"	"Amazilia lactea"
"BZE"	"Amazilia lactea"
"BZL"	"Amazilia lactea"
"BZN"	"Amazilia lactea"
"PER"	"Amazilia lactea"
"VEN"	"Amazilia lactea"
"BZE"	"Amazilia leucogaster"
"BZN"	"Amazilia leucogaster"
"FRG"	"Amazilia leucogaster"
"GUY"	"Amazilia leucogaster"
"SUR"	"Amazilia leucogaster"
"VEN"	"Amazilia leucogaster"
"HON"	"Amazilia luciae"
